Local Authority,Specimen date,Cases (new),Cumulative cases,"Cumulative incidence per 100,000 population",Testing episodes (new),Cumulative testing episodes
Caerphilly,14/02/2020,0,0,0,1,2
Caerphilly,13/02/2020,0,0,0,0,1
Caerphilly,12/02/2020,0,0,0,0,1
Caerphilly,11/02/2020,0,0,0,0,1
Caerphilly,10/02/2020,0,0,0,0,1
Caerphilly,09/02/2020,0,0,0,0,1
Caerphilly,08/02/2020,0,0,0,0,1
Caerphilly,07/02/2020,0,0,0,0,1
Caerphilly,06/02/2020,0,0,0,0,1
Caerphilly,05/02/2020,0,0,0,0,1
Caerphilly,04/02/2020,0,0,0,0,1
Caerphilly,03/02/2020,0,0,0,1,1
Cardiff,29/07/2020,0,2317,631.5,3,25709
Cardiff,28/07/2020,1,2317,631.5,27,25706
Cardiff,27/07/2020,0,2316,631.2,280,25679
Cardiff,26/07/2020,0,2316,631.2,194,25399
Cardiff,25/07/2020,0,2316,631.2,152,25205
Cardiff,24/07/2020,3,2316,631.2,288,25053
Cardiff,23/07/2020,2,2313,630.4,361,24765
Cardiff,22/07/2020,2,2311,629.9,337,24404
Cardiff,21/07/2020,6,2309,629.3,384,24067
Cardiff,20/07/2020,2,2303,627.7,308,23683
Cardiff,19/07/2020,0,2301,627.1,200,23375
Cardiff,18/07/2020,0,2301,627.1,167,23175
Cardiff,17/07/2020,1,2301,627.1,350,23008
Cardiff,16/07/2020,1,2300,626.9,287,22658
Cardiff,15/07/2020,3,2299,626.6,358,22371
Cardiff,14/07/2020,1,2296,625.8,328,22013
Cardiff,13/07/2020,0,2295,625.5,297,21685
Cardiff,12/07/2020,1,2295,625.5,141,21388
Cardiff,11/07/2020,0,2294,625.2,219,21247
Cardiff,10/07/2020,2,2294,625.2,300,21028
Cardiff,09/07/2020,0,2292,624.7,403,20728
Cardiff,08/07/2020,0,2292,624.7,378,20325
Cardiff,07/07/2020,2,2292,624.7,334,19947
Cardiff,06/07/2020,2,2290,624.1,274,19613
Cardiff,05/07/2020,2,2288,623.6,142,19339
Cardiff,04/07/2020,1,2286,623.1,190,19197
Cardiff,03/07/2020,2,2285,622.8,328,19007
Cardiff,02/07/2020,2,2283,622.2,363,18679
Cardiff,01/07/2020,1,2281,621.7,309,18316
Cardiff,30/06/2020,2,2280,621.4,441,18007
Cardiff,29/06/2020,3,2278,620.9,263,17566
Cardiff,28/06/2020,4,2275,620.1,132,17303
Cardiff,27/06/2020,10,2271,619,170,17171
Cardiff,26/06/2020,1,2261,616.2,232,17001
Cardiff,25/06/2020,3,2260,616,285,16769
Cardiff,24/06/2020,2,2257,615.1,212,16484
Cardiff,23/06/2020,2,2255,614.6,273,16272
Cardiff,22/06/2020,6,2253,614.1,198,15999
Cardiff,21/06/2020,4,2247,612.4,103,15801
Cardiff,20/06/2020,2,2243,611.3,134,15698
Cardiff,19/06/2020,3,2241,610.8,180,15564
Cardiff,18/06/2020,6,2238,610,180,15384
Cardiff,17/06/2020,4,2232,608.3,157,15204
Cardiff,16/06/2020,4,2228,607.2,193,15047
Cardiff,15/06/2020,4,2224,606.2,199,14854
Cardiff,14/06/2020,1,2220,605.1,181,14655
Cardiff,13/06/2020,5,2219,604.8,165,14474
Cardiff,12/06/2020,4,2214,603.4,272,14309
Cardiff,11/06/2020,5,2210,602.3,233,14037
Cardiff,10/06/2020,2,2205,601,314,13804
Cardiff,09/06/2020,11,2203,600.4,288,13490
Cardiff,08/06/2020,12,2192,597.4,267,13202
Cardiff,07/06/2020,4,2180,594.2,178,12935
Cardiff,06/06/2020,6,2176,593.1,264,12757
Cardiff,05/06/2020,3,2170,591.4,350,12493
Cardiff,04/06/2020,10,2167,590.6,302,12143
Cardiff,03/06/2020,16,2157,587.9,242,11841
Cardiff,02/06/2020,13,2141,583.5,259,11599
Cardiff,01/06/2020,10,2128,580,305,11340
Cardiff,31/05/2020,8,2118,577.3,285,11035
Cardiff,30/05/2020,8,2110,575.1,273,10750
Cardiff,29/05/2020,10,2102,572.9,326,10477
Cardiff,28/05/2020,18,2092,570.2,359,10151
Cardiff,27/05/2020,13,2074,565.3,279,9792
Cardiff,26/05/2020,7,2061,561.7,217,9513
Cardiff,25/05/2020,11,2054,559.8,346,9296
Cardiff,24/05/2020,12,2043,556.8,241,8950
Cardiff,23/05/2020,20,2031,553.6,290,8709
Cardiff,22/05/2020,11,2011,548.1,245,8419
Cardiff,21/05/2020,14,2000,545.1,330,8174
Cardiff,20/05/2020,14,1986,541.3,225,7844
Cardiff,19/05/2020,17,1972,537.5,180,7619
Cardiff,18/05/2020,9,1955,532.8,119,7439
Cardiff,17/05/2020,7,1946,530.4,103,7320
Cardiff,16/05/2020,10,1939,528.5,155,7217
Cardiff,15/05/2020,16,1929,525.8,195,7062
Cardiff,14/05/2020,6,1913,521.4,90,6867
Cardiff,13/05/2020,8,1907,519.8,143,6777
Cardiff,12/05/2020,13,1899,517.6,136,6634
Cardiff,11/05/2020,12,1886,514,93,6498
Cardiff,10/05/2020,14,1874,510.8,215,6405
Cardiff,09/05/2020,10,1860,506.9,73,6190
Cardiff,08/05/2020,9,1850,504.2,108,6117
Cardiff,07/05/2020,17,1841,501.8,114,6009
Cardiff,06/05/2020,11,1824,497.1,115,5895
Cardiff,05/05/2020,13,1813,494.1,135,5780
Cardiff,04/05/2020,9,1800,490.6,113,5645
Cardiff,03/05/2020,9,1791,488.1,74,5532
Cardiff,02/05/2020,19,1782,485.7,134,5458
Cardiff,01/05/2020,25,1763,480.5,164,5324
Cardiff,30/04/2020,31,1738,473.7,134,5160
Cardiff,29/04/2020,11,1707,465.2,107,5026
Cardiff,28/04/2020,27,1696,462.2,130,4919
Cardiff,27/04/2020,14,1669,454.9,88,4789
Cardiff,26/04/2020,14,1655,451.1,80,4701
Cardiff,25/04/2020,27,1641,447.3,70,4621
Cardiff,24/04/2020,25,1614,439.9,87,4551
Cardiff,23/04/2020,31,1589,433.1,117,4464
Cardiff,22/04/2020,37,1558,424.6,121,4347
Cardiff,21/04/2020,35,1521,414.6,149,4226
Cardiff,20/04/2020,44,1486,405,120,4077
Cardiff,19/04/2020,30,1442,393,83,3957
Cardiff,18/04/2020,37,1412,384.8,102,3874
Cardiff,17/04/2020,41,1375,374.8,125,3772
Cardiff,16/04/2020,50,1334,363.6,136,3647
Cardiff,15/04/2020,45,1284,350,128,3511
Cardiff,14/04/2020,60,1239,337.7,135,3383
Cardiff,13/04/2020,46,1179,321.3,105,3248
Cardiff,12/04/2020,40,1133,308.8,80,3143
Cardiff,11/04/2020,44,1093,297.9,85,3063
Cardiff,10/04/2020,47,1049,285.9,110,2978
Cardiff,09/04/2020,79,1002,273.1,148,2868
Cardiff,08/04/2020,64,923,251.6,150,2720
Cardiff,07/04/2020,75,859,234.1,153,2570
Cardiff,06/04/2020,77,784,213.7,146,2417
Cardiff,05/04/2020,29,707,192.7,71,2271
Cardiff,04/04/2020,46,678,184.8,97,2200
Cardiff,03/04/2020,64,632,172.3,126,2103
Cardiff,02/04/2020,84,568,154.8,190,1977
Cardiff,01/04/2020,72,484,131.9,156,1787
Cardiff,31/03/2020,59,412,112.3,141,1631
Cardiff,30/03/2020,55,353,96.2,161,1490
Cardiff,29/03/2020,29,298,81.2,78,1329
Cardiff,28/03/2020,39,269,73.3,86,1251
Cardiff,27/03/2020,33,230,62.7,113,1165
Cardiff,26/03/2020,34,197,53.7,122,1052
Cardiff,25/03/2020,29,163,44.4,120,930
Cardiff,24/03/2020,19,134,36.5,114,810
Cardiff,23/03/2020,25,115,31.3,103,696
Cardiff,22/03/2020,11,90,24.5,53,593
Cardiff,21/03/2020,13,79,21.5,89,540
Cardiff,20/03/2020,11,66,18,74,451
Cardiff,19/03/2020,15,55,15,83,377
Cardiff,18/03/2020,7,40,10.9,20,294
Cardiff,17/03/2020,11,33,9,74,274
Cardiff,16/03/2020,7,22,6,28,200
Cardiff,15/03/2020,6,15,4.1,28,172
Cardiff,14/03/2020,4,9,2.5,20,144
Cardiff,13/03/2020,0,5,1.4,21,124
Cardiff,12/03/2020,1,5,1.4,14,103
Cardiff,11/03/2020,1,4,1.1,9,89
Cardiff,10/03/2020,1,3,0.8,1,80
Cardiff,09/03/2020,1,2,0.5,1,79
Cardiff,08/03/2020,0,1,0.3,0,78
Cardiff,07/03/2020,0,1,0.3,0,78
Cardiff,06/03/2020,0,1,0.3,4,78
Cardiff,05/03/2020,0,1,0.3,7,74
Cardiff,04/03/2020,1,1,0.3,8,67
Cardiff,03/03/2020,0,0,0,8,59
Cardiff,02/03/2020,0,0,0,6,51
Cardiff,01/03/2020,0,0,0,5,45
Cardiff,29/02/2020,0,0,0,5,40
Cardiff,28/02/2020,0,0,0,3,35
Cardiff,27/02/2020,0,0,0,7,32
Cardiff,26/02/2020,0,0,0,4,25
Cardiff,25/02/2020,0,0,0,1,21
Cardiff,24/02/2020,0,0,0,2,20
Cardiff,23/02/2020,0,0,0,2,18
Cardiff,22/02/2020,0,0,0,0,16
Cardiff,21/02/2020,0,0,0,0,16
Cardiff,20/02/2020,0,0,0,1,16
Cardiff,19/02/2020,0,0,0,1,15
Cardiff,18/02/2020,0,0,0,0,14
Cardiff,17/02/2020,0,0,0,2,14
Cardiff,16/02/2020,0,0,0,0,12
Cardiff,15/02/2020,0,0,0,0,12
Cardiff,14/02/2020,0,0,0,1,12
Cardiff,13/02/2020,0,0,0,0,11
Cardiff,12/02/2020,0,0,0,0,11
Cardiff,11/02/2020,0,0,0,0,11
Cardiff,10/02/2020,0,0,0,0,11
Cardiff,09/02/2020,0,0,0,2,11
Cardiff,08/02/2020,0,0,0,4,9
Cardiff,07/02/2020,0,0,0,3,5
Cardiff,06/02/2020,0,0,0,0,2
Cardiff,05/02/2020,0,0,0,0,2
Cardiff,04/02/2020,0,0,0,2,2
Cardiff,03/02/2020,0,0,0,0,0
Carmarthenshire,29/07/2020,0,809,428.6,0,14902
Carmarthenshire,28/07/2020,0,809,428.6,42,14902
Carmarthenshire,27/07/2020,0,809,428.6,139,14860
Carmarthenshire,26/07/2020,1,809,428.6,66,14721
Carmarthenshire,25/07/2020,0,808,428,63,14655
Carmarthenshire,24/07/2020,0,808,428,229,14592
Carmarthenshire,23/07/2020,1,808,428,149,14363
Carmarthenshire,22/07/2020,0,807,427.5,305,14214
Carmarthenshire,21/07/2020,2,807,427.5,352,13909
Carmarthenshire,20/07/2020,0,805,426.4,181,13557
Carmarthenshire,19/07/2020,0,805,426.4,43,13376
Carmarthenshire,18/07/2020,0,805,426.4,58,13333
Carmarthenshire,17/07/2020,0,805,426.4,238,13275
Carmarthenshire,16/07/2020,1,805,426.4,239,13037
Carmarthenshire,15/07/2020,0,804,425.9,308,12798
Carmarthenshire,14/07/2020,1,804,425.9,219,12490
Carmarthenshire,13/07/2020,0,803,425.4,163,12271
Carmarthenshire,12/07/2020,1,803,425.4,103,12108
Carmarthenshire,11/07/2020,0,802,424.9,42,12005
Carmarthenshire,10/07/2020,0,802,424.9,217,11963
Carmarthenshire,09/07/2020,0,802,424.9,118,11746
Carmarthenshire,08/07/2020,0,802,424.9,91,11628
Carmarthenshire,07/07/2020,2,802,424.9,155,11537
Carmarthenshire,06/07/2020,2,800,423.8,160,11382
Carmarthenshire,05/07/2020,1,798,422.7,51,11222
Carmarthenshire,04/07/2020,0,797,422.2,68,11171
Carmarthenshire,03/07/2020,0,797,422.2,232,11103
Carmarthenshire,02/07/2020,1,797,422.2,131,10871
Carmarthenshire,01/07/2020,0,796,421.7,122,10740
Carmarthenshire,30/06/2020,5,796,421.7,184,10618
Carmarthenshire,29/06/2020,5,791,419,132,10434
Carmarthenshire,28/06/2020,4,786,416.4,35,10302
Carmarthenshire,27/06/2020,1,782,414.3,60,10267
Carmarthenshire,26/06/2020,0,781,413.7,124,10207
Carmarthenshire,25/06/2020,3,781,413.7,116,10083
Carmarthenshire,24/06/2020,0,778,412.1,99,9967
Carmarthenshire,23/06/2020,3,778,412.1,150,9868
Carmarthenshire,22/06/2020,0,775,410.6,98,9718
Carmarthenshire,21/06/2020,0,775,410.6,61,9620
Carmarthenshire,20/06/2020,0,775,410.6,53,9559
Carmarthenshire,19/06/2020,2,775,410.6,84,9506
Carmarthenshire,18/06/2020,4,773,409.5,74,9422
Carmarthenshire,17/06/2020,1,769,407.4,83,9348
Carmarthenshire,16/06/2020,0,768,406.8,93,9265
Carmarthenshire,15/06/2020,2,768,406.8,193,9172
Carmarthenshire,14/06/2020,1,766,405.8,72,8979
Carmarthenshire,13/06/2020,1,765,405.3,105,8907
Carmarthenshire,12/06/2020,6,764,404.7,219,8802
Carmarthenshire,11/06/2020,3,758,401.5,89,8583
Carmarthenshire,10/06/2020,1,755,400,276,8494
Carmarthenshire,09/06/2020,1,754,399.4,309,8218
Carmarthenshire,08/06/2020,2,753,398.9,413,7909
Carmarthenshire,07/06/2020,1,751,397.8,102,7496
Carmarthenshire,06/06/2020,1,750,397.3,96,7394
Carmarthenshire,05/06/2020,1,749,396.8,449,7298
Carmarthenshire,04/06/2020,0,748,396.2,542,6849
Carmarthenshire,03/06/2020,0,748,396.2,253,6307
Carmarthenshire,02/06/2020,2,748,396.2,403,6054
Carmarthenshire,01/06/2020,0,746,395.2,192,5651
Carmarthenshire,31/05/2020,1,746,395.2,140,5459
Carmarthenshire,30/05/2020,1,745,394.7,95,5319
Carmarthenshire,29/05/2020,1,744,394.1,194,5224
Carmarthenshire,28/05/2020,6,743,393.6,214,5030
Carmarthenshire,27/05/2020,1,737,390.4,194,4816
Carmarthenshire,26/05/2020,1,736,389.9,80,4622
Carmarthenshire,25/05/2020,2,735,389.4,49,4542
Carmarthenshire,24/05/2020,1,733,388.3,47,4493
Carmarthenshire,23/05/2020,1,732,387.8,103,4446
Carmarthenshire,22/05/2020,5,731,387.2,136,4343
Carmarthenshire,21/05/2020,2,726,384.6,78,4207
Carmarthenshire,20/05/2020,26,724,383.5,130,4129
Carmarthenshire,19/05/2020,25,698,369.8,235,3999
Carmarthenshire,18/05/2020,9,673,356.5,181,3764
Carmarthenshire,17/05/2020,5,664,351.7,88,3583
Carmarthenshire,16/05/2020,9,659,349.1,188,3495
Carmarthenshire,15/05/2020,12,650,344.3,74,3307
Carmarthenshire,14/05/2020,10,638,338,92,3233
Carmarthenshire,13/05/2020,15,628,332.7,80,3141
Carmarthenshire,12/05/2020,29,613,324.7,116,3061
Carmarthenshire,11/05/2020,8,584,309.4,62,2945
Carmarthenshire,10/05/2020,7,576,305.1,51,2883
Carmarthenshire,09/05/2020,4,569,301.4,37,2832
Carmarthenshire,08/05/2020,6,565,299.3,77,2795
Carmarthenshire,07/05/2020,16,559,296.1,114,2718
Carmarthenshire,06/05/2020,23,543,287.7,137,2604
Carmarthenshire,05/05/2020,6,520,275.5,81,2467
Carmarthenshire,04/05/2020,7,514,272.3,61,2386
Carmarthenshire,03/05/2020,1,507,268.6,43,2325
Carmarthenshire,02/05/2020,0,506,268,68,2282
Carmarthenshire,01/05/2020,6,506,268,84,2214
Carmarthenshire,30/04/2020,10,500,264.9,77,2130
Carmarthenshire,29/04/2020,8,490,259.6,69,2053
Carmarthenshire,28/04/2020,7,482,255.3,63,1984
Carmarthenshire,27/04/2020,11,475,251.6,54,1921
Carmarthenshire,26/04/2020,8,464,245.8,41,1867
Carmarthenshire,25/04/2020,5,456,241.6,42,1826
Carmarthenshire,24/04/2020,7,451,238.9,49,1784
Carmarthenshire,23/04/2020,10,444,235.2,79,1735
Carmarthenshire,22/04/2020,6,434,229.9,40,1656
Carmarthenshire,21/04/2020,7,428,226.7,78,1616
Carmarthenshire,20/04/2020,11,421,223,52,1538
Carmarthenshire,19/04/2020,16,410,217.2,41,1486
Carmarthenshire,18/04/2020,10,394,208.7,57,1445
Carmarthenshire,17/04/2020,28,384,203.4,94,1388
Carmarthenshire,16/04/2020,17,356,188.6,70,1294
Carmarthenshire,15/04/2020,16,339,179.6,78,1224
Carmarthenshire,14/04/2020,13,323,171.1,44,1146
Carmarthenshire,13/04/2020,20,310,164.2,48,1102
Carmarthenshire,12/04/2020,11,290,153.6,36,1054
Carmarthenshire,11/04/2020,13,279,147.8,37,1018
Carmarthenshire,10/04/2020,15,266,140.9,55,981
Carmarthenshire,09/04/2020,12,251,133,44,926
Carmarthenshire,08/04/2020,22,239,126.6,54,882
Carmarthenshire,07/04/2020,17,217,115,44,828
Carmarthenshire,06/04/2020,16,200,105.9,43,784
Carmarthenshire,05/04/2020,26,184,97.5,53,741
Carmarthenshire,04/04/2020,16,158,83.7,50,688
Carmarthenshire,03/04/2020,15,142,75.2,47,638
Carmarthenshire,02/04/2020,9,127,67.3,44,591
Carmarthenshire,01/04/2020,13,118,62.5,33,547
Carmarthenshire,31/03/2020,21,105,55.6,52,514
Carmarthenshire,30/03/2020,16,84,44.5,46,462
Carmarthenshire,29/03/2020,8,68,36,27,416
Carmarthenshire,28/03/2020,7,60,31.8,29,389
Carmarthenshire,27/03/2020,6,53,28.1,31,360
Carmarthenshire,26/03/2020,9,47,24.9,34,329
Carmarthenshire,25/03/2020,3,38,20.1,39,295
Carmarthenshire,24/03/2020,5,35,18.5,31,256
Carmarthenshire,23/03/2020,10,30,15.9,26,225
Carmarthenshire,22/03/2020,3,20,10.6,29,199
Carmarthenshire,21/03/2020,3,17,9,34,170
Carmarthenshire,20/03/2020,2,14,7.4,22,136
Carmarthenshire,19/03/2020,1,12,6.4,24,114
Carmarthenshire,18/03/2020,2,11,5.8,17,90
Carmarthenshire,17/03/2020,0,9,4.8,14,73
Carmarthenshire,16/03/2020,1,9,4.8,7,59
Carmarthenshire,15/03/2020,0,8,4.2,8,52
Carmarthenshire,14/03/2020,0,8,4.2,5,44
Carmarthenshire,13/03/2020,3,8,4.2,12,39
Carmarthenshire,12/03/2020,2,5,2.6,2,27
Carmarthenshire,11/03/2020,1,3,1.6,7,25
Carmarthenshire,10/03/2020,0,2,1.1,2,18
Carmarthenshire,09/03/2020,2,2,1.1,2,16
Carmarthenshire,08/03/2020,0,0,0,0,14
Carmarthenshire,07/03/2020,0,0,0,0,14
Carmarthenshire,06/03/2020,0,0,0,0,14
Carmarthenshire,05/03/2020,0,0,0,0,14
Carmarthenshire,04/03/2020,0,0,0,1,14
Carmarthenshire,03/03/2020,0,0,0,1,13
Carmarthenshire,02/03/2020,0,0,0,1,12
Carmarthenshire,01/03/2020,0,0,0,0,11
Carmarthenshire,29/02/2020,0,0,0,1,11
Carmarthenshire,28/02/2020,0,0,0,0,10
Carmarthenshire,27/02/2020,0,0,0,5,10
Carmarthenshire,26/02/2020,0,0,0,1,5
Carmarthenshire,25/02/2020,0,0,0,0,4
Carmarthenshire,24/02/2020,0,0,0,0,4
Carmarthenshire,23/02/2020,0,0,0,0,4
Carmarthenshire,22/02/2020,0,0,0,0,4
Carmarthenshire,21/02/2020,0,0,0,0,4
Carmarthenshire,20/02/2020,0,0,0,0,4
Carmarthenshire,19/02/2020,0,0,0,1,4
Carmarthenshire,18/02/2020,0,0,0,0,3
Carmarthenshire,17/02/2020,0,0,0,0,3
Carmarthenshire,16/02/2020,0,0,0,0,3
Carmarthenshire,15/02/2020,0,0,0,0,3
Carmarthenshire,14/02/2020,0,0,0,1,3
Carmarthenshire,13/02/2020,0,0,0,0,2
Carmarthenshire,12/02/2020,0,0,0,0,2
Carmarthenshire,11/02/2020,0,0,0,0,2
Carmarthenshire,10/02/2020,0,0,0,0,2
Carmarthenshire,09/02/2020,0,0,0,1,2
Carmarthenshire,08/02/2020,0,0,0,1,1
Carmarthenshire,07/02/2020,0,0,0,0,0
Carmarthenshire,06/02/2020,0,0,0,0,0
Carmarthenshire,05/02/2020,0,0,0,0,0
Carmarthenshire,04/02/2020,0,0,0,0,0
Carmarthenshire,03/02/2020,0,0,0,0,0
Ceredigion,29/07/2020,0,66,90.8,0,3594
Ceredigion,28/07/2020,0,66,90.8,5,3594
Ceredigion,27/07/2020,0,66,90.8,25,3589
Ceredigion,26/07/2020,0,66,90.8,7,3564
Ceredigion,25/07/2020,0,66,90.8,14,3557
Ceredigion,24/07/2020,0,66,90.8,58,3543
Ceredigion,23/07/2020,0,66,90.8,33,3485
Ceredigion,22/07/2020,0,66,90.8,21,3452
Ceredigion,21/07/2020,1,66,90.8,74,3431
Ceredigion,20/07/2020,0,65,89.4,34,3357
Ceredigion,19/07/2020,0,65,89.4,20,3323
Ceredigion,18/07/2020,0,65,89.4,17,3303
Ceredigion,17/07/2020,0,65,89.4,28,3286
Ceredigion,16/07/2020,1,65,89.4,52,3258
Ceredigion,15/07/2020,1,64,88,37,3206
Ceredigion,14/07/2020,0,63,86.7,126,3169
Ceredigion,13/07/2020,0,63,86.7,52,3043
Ceredigion,12/07/2020,0,63,86.7,13,2991
Ceredigion,11/07/2020,0,63,86.7,15,2978
Ceredigion,10/07/2020,0,63,86.7,19,2963
Ceredigion,09/07/2020,0,63,86.7,25,2944
Ceredigion,08/07/2020,0,63,86.7,37,2919
Ceredigion,07/07/2020,2,63,86.7,66,2882
Ceredigion,06/07/2020,1,61,83.9,92,2816
Ceredigion,05/07/2020,0,60,82.5,24,2724
Ceredigion,04/07/2020,0,60,82.5,17,2700
Ceredigion,03/07/2020,1,60,82.5,34,2683
Ceredigion,02/07/2020,0,59,81.2,33,2649
Ceredigion,01/07/2020,0,59,81.2,28,2616
Ceredigion,30/06/2020,0,59,81.2,62,2588
Ceredigion,29/06/2020,0,59,81.2,41,2526
Ceredigion,28/06/2020,0,59,81.2,17,2485
Ceredigion,27/06/2020,0,59,81.2,13,2468
Ceredigion,26/06/2020,0,59,81.2,36,2455
Ceredigion,25/06/2020,1,59,81.2,34,2419
Ceredigion,24/06/2020,0,58,79.8,83,2385
Ceredigion,23/06/2020,2,58,79.8,158,2302
Ceredigion,22/06/2020,0,56,77,80,2144
Ceredigion,21/06/2020,0,56,77,20,2064
Ceredigion,20/06/2020,1,56,77,15,2044
Ceredigion,19/06/2020,2,55,75.7,29,2029
Ceredigion,18/06/2020,1,53,72.9,49,2000
Ceredigion,17/06/2020,0,52,71.5,23,1951
Ceredigion,16/06/2020,2,52,71.5,87,1928
Ceredigion,15/06/2020,0,50,68.8,94,1841
Ceredigion,14/06/2020,2,50,68.8,18,1747
Ceredigion,13/06/2020,0,48,66,13,1729
Ceredigion,12/06/2020,1,48,66,32,1716
Ceredigion,11/06/2020,0,47,64.7,29,1684
Ceredigion,10/06/2020,1,47,64.7,37,1655
Ceredigion,09/06/2020,0,46,63.3,39,1618
Ceredigion,08/06/2020,1,46,63.3,27,1579
Ceredigion,07/06/2020,0,45,61.9,26,1552
Ceredigion,06/06/2020,1,45,61.9,13,1526
Ceredigion,05/06/2020,0,44,60.5,42,1513
Ceredigion,04/06/2020,0,44,60.5,51,1471
Ceredigion,03/06/2020,0,44,60.5,57,1420
Ceredigion,02/06/2020,1,44,60.5,93,1363
Ceredigion,01/06/2020,1,43,59.2,176,1270
Ceredigion,31/05/2020,0,42,57.8,23,1094
Ceredigion,30/05/2020,0,42,57.8,52,1071
Ceredigion,29/05/2020,0,42,57.8,20,1019
Ceredigion,28/05/2020,0,42,57.8,45,999
Ceredigion,27/05/2020,0,42,57.8,50,954
Ceredigion,26/05/2020,0,42,57.8,14,904
Ceredigion,25/05/2020,0,42,57.8,8,890
Ceredigion,24/05/2020,0,42,57.8,10,882
Ceredigion,23/05/2020,0,42,57.8,11,872
Ceredigion,22/05/2020,1,42,57.8,31,861
Ceredigion,21/05/2020,0,41,56.4,116,830
Ceredigion,20/05/2020,2,41,56.4,23,714
Ceredigion,19/05/2020,0,39,53.6,16,691
Ceredigion,18/05/2020,0,39,53.6,19,675
Ceredigion,17/05/2020,0,39,53.6,13,656
Ceredigion,16/05/2020,0,39,53.6,7,643
Ceredigion,15/05/2020,0,39,53.6,10,636
Ceredigion,14/05/2020,0,39,53.6,26,626
Ceredigion,13/05/2020,1,39,53.6,20,600
Ceredigion,12/05/2020,0,38,52.3,9,580
Ceredigion,11/05/2020,0,38,52.3,5,571
Ceredigion,10/05/2020,0,38,52.3,9,566
Ceredigion,09/05/2020,0,38,52.3,11,557
Ceredigion,08/05/2020,0,38,52.3,13,546
Ceredigion,07/05/2020,0,38,52.3,15,533
Ceredigion,06/05/2020,0,38,52.3,10,518
Ceredigion,05/05/2020,1,38,52.3,12,508
Ceredigion,04/05/2020,0,37,50.9,15,496
Ceredigion,03/05/2020,0,37,50.9,9,481
Ceredigion,02/05/2020,0,37,50.9,8,472
Ceredigion,01/05/2020,0,37,50.9,16,464
Ceredigion,30/04/2020,0,37,50.9,21,448
Ceredigion,29/04/2020,1,37,50.9,15,427
Ceredigion,28/04/2020,0,36,49.5,10,412
Ceredigion,27/04/2020,1,36,49.5,5,402
Ceredigion,26/04/2020,0,35,48.1,9,397
Ceredigion,25/04/2020,0,35,48.1,4,388
Ceredigion,24/04/2020,0,35,48.1,6,384
Ceredigion,23/04/2020,0,35,48.1,2,378
Ceredigion,22/04/2020,0,35,48.1,8,376
Ceredigion,21/04/2020,0,35,48.1,16,368
Ceredigion,20/04/2020,1,35,48.1,13,352
Ceredigion,19/04/2020,1,34,46.8,15,339
Ceredigion,18/04/2020,0,33,45.4,8,324
Ceredigion,17/04/2020,0,33,45.4,10,316
Ceredigion,16/04/2020,1,33,45.4,15,306
Ceredigion,15/04/2020,1,32,44,15,291
Ceredigion,14/04/2020,0,31,42.6,9,276
Ceredigion,13/04/2020,0,31,42.6,6,267
Ceredigion,12/04/2020,2,31,42.6,5,261
Ceredigion,11/04/2020,1,29,39.9,8,256
Ceredigion,10/04/2020,2,28,38.5,12,248
Ceredigion,09/04/2020,0,26,35.8,6,236
Ceredigion,08/04/2020,0,26,35.8,14,230
Ceredigion,07/04/2020,1,26,35.8,5,216
Ceredigion,06/04/2020,1,25,34.4,7,211
Ceredigion,05/04/2020,1,24,33,8,204
Ceredigion,04/04/2020,2,23,31.6,11,196
Ceredigion,03/04/2020,1,21,28.9,18,185
Ceredigion,02/04/2020,2,20,27.5,13,167
Ceredigion,01/04/2020,2,18,24.8,10,154
Ceredigion,31/03/2020,3,16,22,13,144
Ceredigion,30/03/2020,0,13,17.9,12,131
Ceredigion,29/03/2020,0,13,17.9,3,119
Ceredigion,28/03/2020,1,13,17.9,11,116
Ceredigion,27/03/2020,1,12,16.5,4,105
Ceredigion,26/03/2020,2,11,15.1,9,101
Ceredigion,25/03/2020,2,9,12.4,10,92
Ceredigion,24/03/2020,1,7,9.6,6,82
Ceredigion,23/03/2020,0,6,8.3,12,76
Ceredigion,22/03/2020,2,6,8.3,8,64
Ceredigion,21/03/2020,3,4,5.5,10,56
Ceredigion,20/03/2020,0,1,1.4,10,46
Ceredigion,19/03/2020,0,1,1.4,6,36
Ceredigion,18/03/2020,0,1,1.4,3,30
Ceredigion,17/03/2020,0,1,1.4,6,27
Ceredigion,16/03/2020,0,1,1.4,3,21
Ceredigion,15/03/2020,0,1,1.4,1,18
Ceredigion,14/03/2020,0,1,1.4,3,17
Ceredigion,13/03/2020,1,1,1.4,1,14
Ceredigion,12/03/2020,0,0,0,1,13
Ceredigion,11/03/2020,0,0,0,1,12
Ceredigion,10/03/2020,0,0,0,1,11
Ceredigion,09/03/2020,0,0,0,0,10
Ceredigion,08/03/2020,0,0,0,0,10
Ceredigion,07/03/2020,0,0,0,0,10
Ceredigion,06/03/2020,0,0,0,0,10
Ceredigion,05/03/2020,0,0,0,1,10
Ceredigion,04/03/2020,0,0,0,0,9
Ceredigion,03/03/2020,0,0,0,3,9
Ceredigion,02/03/2020,0,0,0,1,6
Ceredigion,01/03/2020,0,0,0,1,5
Ceredigion,29/02/2020,0,0,0,0,4
Ceredigion,28/02/2020,0,0,0,0,4
Ceredigion,27/02/2020,0,0,0,4,4
Ceredigion,26/02/2020,0,0,0,0,0
